"Relative Intensity (%) Run #1";"Output Voltage Ch H (V) Run #1";"Output Current Ch H (A) Run #1";"Angle (rad) Run #1";"Relative Intensity (%) Run #2";"Output Voltage Ch H (V) Run #2";"Output Current Ch H (A) Run #2";"Angle (rad) Run #2";"Relative Intensity (%) Run #3";"Output Voltage Ch H (V) Run #3";"Output Current Ch H (A) Run #3";"Angle (rad) Run #3";"Relative Intensity (%) Run #4";"Output Voltage Ch H (V) Run #4";"Output Current Ch H (A) Run #4";"Angle (rad) Run #4"
-1,46;5,01;0,58;0,000;0,16;6,02;0,63;0,000;-0,84;7,01;0,68;0,000;0,16;8,02;0,73;0,000
-1,63;5,01;0,58;0,000;0,08;6,02;0,63;0,000;-0,85;7,01;0,68;0,000;0,18;8,02;0,73;0,000
-1,67;5,01;0,58;0,000;0,00;6,02;0,63;0,000;-0,87;7,01;0,68;0,000;0,23;8,02;0,73;0,000
-1,76;5,01;0,58;0,000;0,08;6,02;0,63;0,000;-0,83;7,01;0,68;0,000;0,05;8,02;0,73;0,000
-1,54;5,01;0,58;0,000;0,14;6,02;0,63;0,000;-0,88;7,01;0,68;0,000;0,02;8,02;0,72;0,000
-1,68;5,01;0,58;0,000;0,01;6,02;0,63;0,000;-0,88;7,01;0,68;0,000;-0,05;8,02;0,72;0,000
-1,50;5,01;0,58;0,000;0,06;6,02;0,63;0,000;-0,96;7,01;0,68;0,000;0,14;8,02;0,72;0,000
-1,48;5,01;0,58;0,000;0,12;6,02;0,63;0,000;-0,90;7,01;0,68;0,000;0,10;8,02;0,72;0,000
-1,37;5,01;0,58;0,000;0,09;6,02;0,63;0,000;-0,98;7,01;0,68;0,000;0,16;8,02;0,72;0,000
-1,40;5,01;0,58;0,000;0,20;6,02;0,63;0,000;-0,95;7,01;0,68;0,000;0,20;8,02;0,72;0,000
-1,40;5,01;0,58;0,000;0,18;6,02;0,63;0,000;-0,87;7,01;0,68;0,000;0,20;8,02;0,72;0,000
-1,37;5,01;0,58;0,000;0,26;6,02;0,63;0,000;-0,94;7,01;0,68;0,000;0,16;8,02;0,72;0,000
-1,51;5,01;0,58;0,000;0,22;6,02;0,63;0,000;-0,93;7,01;0,68;0,000;0,22;8,02;0,72;0,000
-1,56;5,01;0,58;0,000;0,31;6,02;0,63;0,000;-1,10;7,01;0,68;0,000;0,13;8,02;0,72;0,000
-1,54;5,01;0,58;0,000;0,20;6,02;0,63;0,000;-1,03;7,01;0,68;0,000;0,04;8,02;0,72;0,000
-1,54;5,01;0,58;0,000;0,22;6,02;0,63;0,000;-1,05;7,01;0,68;0,000;-0,19;8,02;0,72;0,000
-1,58;5,01;0,58;0,000;0,23;6,02;0,63;0,000;-1,07;7,01;0,68;0,000;-0,19;8,02;0,72;0,000
-1,54;5,01;0,58;0,000;0,19;6,02;0,63;0,000;-1,07;7,01;0,68;0,000;0,04;8,02;0,72;0,000
-1,54;5,01;0,58;0,000;0,30;6,02;0,63;0,000;-1,12;7,01;0,68;0,000;0,20;8,02;0,72;0,000
-1,64;5,01;0,58;0,000;0,27;6,02;0,63;0,000;-1,09;7,01;0,68;0,000;0,16;8,02;0,72;0,000
-1,69;5,01;0,58;0,000;0,15;6,02;0,63;0,000;-1,05;7,02;0,68;0,000;0,11;8,02;0,72;0,000
-1,63;5,01;0,58;0,000;0,13;6,02;0,63;0,000;-0,98;7,02;0,68;0,000;0,12;8,02;0,72;0,000
-1,59;5,01;0,58;0,000;-0,01;6,02;0,63;0,000;-1,00;7,02;0,68;0,000;0,12;8,02;0,72;0,000
-1,54;5,01;0,58;0,000;0,01;6,02;0,63;0,000;-1,08;7,02;0,68;0,000;0,08;8,02;0,72;0,000
-1,57;5,01;0,58;0,000;0,11;6,02;0,63;0,000;-1,13;7,02;0,68;0,000;0,19;8,02;0,72;0,000
-1,51;5,01;0,58;0,000;0,16;6,02;0,63;0,000;-1,09;7,02;0,68;0,000;0,14;8,02;0,72;0,000
0,00;5,01;0,58;0,000;0,06;6,02;0,63;0,000;-1,06;7,02;0,68;0,000;0,15;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,08;6,02;0,63;0,000;-1,07;7,02;0,68;0,000;0,13;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,03;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,13;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,11;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,000;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,68;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
0,00;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
-0,04;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
-0,02;5,02;0,58;0,017;0,00;6,02;0,63;0,000;0,00;7,02;0,67;0,000;0,00;8,02;0,72;0,000
-0,06;5,02;0,58;0,017;-0,04;6,02;0,63;0,000;-0,08;7,02;0,67;0,000;0,00;8,02;0,72;0,000
-0,04;5,02;0,58;0,017;-0,13;6,02;0,63;0,000;0,03;7,02;0,67;0,000;0,00;8,02;0,72;0,000
-0,02;5,02;0,58;0,017;-0,20;6,02;0,63;0,000;-0,01;7,02;0,67;0,000;0,00;8,02;0,72;0,000
-0,03;5,02;0,58;0,017;-0,06;6,02;0,63;0,000;0,01;7,02;0,67;0,000;0,00;8,02;0,72;0,000
-0,02;5,02;0,58;0,017;-0,04;6,02;0,63;0,000;3,36E-4;7,02;0,67;0,000;-0,14;8,02;0,72;0,000
-0,03;5,02;0,58;0,017;-0,06;6,02;0,63;0,000;-0,01;7,02;0,67;0,000;-0,28;8,02;0,72;0,000
-0,03;5,02;0,58;0,017;-0,05;6,02;0,63;0,000;-8,24E-4;7,02;0,67;0,000;-0,24;8,02;0,72;0,000
-0,13;5,02;0,58;0,017;0,03;6,02;0,63;0,000;0,03;7,02;0,67;0,000;-0,16;8,02;0,72;0,000
-0,05;5,02;0,58;0,017;-0,01;6,02;0,63;0,000;0,04;7,02;0,67;0,000;-0,14;8,02;0,72;0,000
-0,05;5,02;0,58;0,017;-0,03;6,02;0,63;0,000;0,02;7,02;0,67;0,000;-0,17;8,02;0,72;0,000
-0,05;5,02;0,58;0,017;0,02;6,02;0,63;0,000;-0,01;7,02;0,67;0,000;-0,17;8,02;0,72;0,000
-0,05;5,02;0,58;0,017;0,04;6,02;0,63;0,000;0,01;7,02;0,67;0,000;-0,13;8,02;0,72;0,000
-0,10;5,02;0,58;0,017;0,03;6,02;0,63;0,000;0,05;7,02;0,67;0,000;-0,10;8,02;0,72;0,000
-0,06;5,02;0,58;0,017;-0,01;6,02;0,63;0,000;0,00;7,02;0,67;0,000;-0,22;8,02;0,72;0,000
-0,04;5,02;0,58;0,070;0,05;6,02;0,63;0,000;-0,07;7,02;0,67;0,000;-0,12;8,02;0,72;0,000
-0,03;5,02;0,58;0,192;0,07;6,02;0,63;0,000;-0,01;7,02;0,67;0,000;-0,15;8,02;0,72;0,000
-0,07;5,02;0,58;0,314;0,01;6,02;0,63;0,000;-0,03;7,02;0,67;0,000;-0,18;8,02;0,71;0,017
0,01;5,02;0,58;0,367;0,03;6,02;0,63;0,000;0,01;7,02;0,67;0,000;-0,18;8,02;0,71;0,017
-0,05;5,02;0,58;0,401;-0,04;6,02;0,63;0,017;-0,03;7,02;0,67;0,000;-0,14;8,02;0,71;0,017
0,01;5,02;0,58;0,436;-0,02;6,02;0,63;0,017;-0,03;7,02;0,67;0,000;-0,12;8,02;0,71;0,017
-0,02;5,02;0,58;0,471;-0,10;6,02;0,63;0,017;0,09;7,02;0,67;0,000;-0,04;8,02;0,71;0,122
0,00;5,02;0,58;0,506;0,02;6,02;0,63;0,017;-8,54E-4;7,02;0,67;0,000;-0,13;8,02;0,71;0,209
0,04;5,02;0,58;0,611;0,00;6,02;0,63;0,017;0,03;7,02;0,67;0,000;-0,06;8,02;0,71;0,262
0,05;5,02;0,58;0,785;0,10;6,02;0,63;0,017;0,04;7,02;0,67;0,000;-0,11;8,02;0,71;0,297
0,09;5,02;0,58;1,065;0,05;6,02;0,63;0,017;0,02;7,02;0,67;0,000;-0,05;8,02;0,71;0,297
0,05;5,02;0,58;1,396;-0,04;6,02;0,63;0,035;0,04;7,02;0,67;0,000;-0,14;8,02;0,71;0,314
0,04;5,02;0,58;1,728;0,01;6,02;0,63;0,175;0,07;7,02;0,67;0,000;-0,06;8,02;0,71;0,314
0,01;5,02;0,58;2,042;-0,04;6,02;0,63;0,244;0,05;7,02;0,67;0,017;-0,10;8,02;0,71;0,314
0,00;5,02;0,58;2,269;-0,07;6,02;0,63;0,332;-0,04;7,02;0,67;0,017;-0,17;8,02;0,71;0,349
-0,09;5,02;0,58;2,478;-0,03;6,02;0,63;0,436;0,01;7,02;0,67;0,017;-0,24;8,02;0,71;0,436
-0,09;5,02;0,58;2,688;-0,05;6,02;0,63;0,593;-0,02;7,02;0,67;0,017;-0,22;8,02;0,71;0,611
-0,06;5,02;0,58;2,880;-0,07;6,02;0,63;0,733;0,01;7,02;0,67;0,017;-0,09;8,02;0,71;0,803
-0,04;5,02;0,58;3,072;-0,09;6,02;0,63;0,890;-0,06;7,02;0,67;0,017;-0,15;8,02;0,71;1,065
0,05;5,02;0,58;3,299;-0,08;6,02;0,63;1,100;0,00;7,02;0,67;0,017;-0,16;8,02;0,71;1,309
-0,07;5,02;0,58;3,526;-0,07;6,02;0,63;1,326;0,02;7,02;0,67;0,017;-0,22;8,02;0,71;1,518
-0,11;5,02;0,58;3,683;-0,07;6,02;0,63;1,588;-0,08;7,02;0,67;0,017;-0,18;8,02;0,71;1,710
-0,12;5,02;0,58;3,770;-0,12;6,02;0,63;1,850;-0,06;7,02;0,67;0,017;-0,17;8,02;0,71;1,868
-0,08;5,02;0,58;3,822;-0,10;6,02;0,63;2,094;0,02;7,02;0,67;0,017;-0,10;8,02;0,71;2,042
-0,14;5,02;0,58;3,910;-0,05;6,02;0,63;2,356;0,05;7,02;0,67;0,017;-0,14;8,02;0,71;2,217
-0,06;5,02;0,58;3,997;-0,04;6,02;0,63;2,548;0,01;7,02;0,67;0,017;-0,17;8,02;0,71;2,461
0,00;5,02;0,58;4,102;-0,08;6,02;0,63;2,688;0,09;7,02;0,67;0,017;-0,14;8,02;0,71;2,688
-0,06;5,02;0,58;4,224;-0,07;6,02;0,63;2,810;0,06;7,02;0,67;0,017;-0,20;8,02;0,71;2,915
-0,07;5,02;0,58;4,381;-0,15;6,02;0,63;2,897;0,03;7,02;0,67;0,017;-0,22;8,02;0,71;3,124
-0,02;5,02;0,58;4,608;-0,13;6,02;0,63;3,002;-0,01;7,02;0,67;0,017;-0,28;8,02;0,71;3,316
-0,04;5,02;0,58;4,835;0,00;6,02;0,63;3,124;-0,07;7,02;0,67;0,017;-0,13;8,02;0,71;3,508
0,01;5,02;0,58;5,061;-0,07;6,02;0,63;3,264;0,00;7,02;0,67;0,035;-0,17;8,02;0,71;3,665
-0,03;5,02;0,58;5,271;-0,08;6,02;0,63;3,456;-0,07;7,02;0,67;0,035;-0,20;8,02;0,71;3,787
-0,05;5,02;0,58;5,445;-0,15;6,02;0,63;3,683;-0,12;7,02;0,67;0,052;-0,26;8,02;0,71;3,875
-0,06;5,02;0,58;5,603;-0,16;6,02;0,63;3,962;0,02;7,02;0,67;0,122;-0,25;8,02;0,71;3,979
0,05;5,02;0,58;5,742;-0,17;6,02;0,63;4,276;-0,01;7,02;0,67;0,314;-0,16;8,02;0,71;4,049
-0,02;5,02;0,58;5,899;-0,04;6,02;0,63;4,555;-0,04;7,02;0,67;0,576;-0,14;8,02;0,71;4,136
-0,11;5,02;0,58;6,074;-0,03;6,02;0,63;4,782;0,02;7,02;0,67;0,820;-0,12;8,02;0,71;4,259
-0,10;5,02;0,58;6,283;0,01;6,02;0,63;4,957;0,17;7,02;0,67;1,082;-0,18;8,02;0,71;4,416
-0,02;5,02;0,58;6,493;-0,17;6,02;0,63;5,061;0,06;7,02;0,67;1,309;-0,19;8,02;0,71;4,590
-0,05;5,02;0,58;6,685;-0,15;6,02;0,63;5,131;0,05;7,02;0,67;1,553;-0,11;8,02;0,71;4,765
-0,08;5,02;0,58;6,842;-0,06;6,02;0,63;5,184;0,03;7,02;0,67;1,763;-0,13;8,02;0,71;4,939
-0,18;5,02;0,58;6,999;-0,10;6,02;0,63;5,271;-0,05;7,02;0,67;2,007;-0,17;8,02;0,71;5,114
-0,08;5,02;0,58;7,156;-0,12;6,02;0,63;5,393;0,02;7,02;0,67;2,269;-0,32;8,02;0,71;5,288
-0,12;5,02;0,58;7,278;-0,06;6,02;0,63;5,637;0,09;7,02;0,67;2,513;-0,30;8,02;0,71;5,498
-0,17;5,02;0,58;7,418;-0,05;6,02;0,63;5,969;0,08;7,02;0,67;2,775;-0,21;8,02;0,71;5,742
-0,18;5,02;0,58;7,540;-0,03;6,02;0,63;6,283;0,03;7,02;0,67;3,019;-0,16;8,02;0,71;5,952
-0,04;5,02;0,58;7,679;-0,07;6,02;0,63;6,597;-0,02;7,02;0,67;3,229;-0,21;8,02;0,71;6,161
-0,05;5,02;0,58;7,837;-0,21;6,02;0,63;6,877;0,01;7,02;0,67;3,421;-0,20;8,02;0,71;6,301
-0,03;5,02;0,58;7,994;-0,27;6,02;0,63;7,121;0,08;7,02;0,67;3,560;-0,24;8,02;0,71;6,440
-0,08;5,02;0,58;8,168;-0,21;6,02;0,63;7,348;0,08;7,02;0,67;3,700;-0,20;8,02;0,71;6,580
-0,08;5,02;0,58;8,343;-0,22;6,02;0,63;7,522;0,01;7,02;0,67;3,840;-0,29;8,02;0,71;6,720
-0,05;5,02;0,58;8,535;-0,25;6,02;0,63;7,679;0,05;7,02;0,67;4,014;-0,20;8,02;0,71;6,877
-0,08;5,02;0,58;8,744;-0,24;6,02;0,63;7,784;0,04;7,02;0,67;4,206;-0,16;8,02;0,71;7,034
0,06;5,02;0,58;8,988;-0,24;6,02;0,63;7,871;0,07;7,02;0,67;4,398;-0,17;8,02;0,71;7,191
-0,10;5,02;0,58;9,198;-0,13;6,02;0,63;7,959;0,03;7,02;0,67;4,590;-0,14;8,02;0,71;7,348
0,01;5,02;0,58;9,390;-0,20;6,02;0,63;8,098;0,04;7,02;0,67;4,800;-0,17;8,02;0,71;7,453
-0,01;5,02;0,58;9,617;-0,28;6,02;0,63;8,238;0,10;7,02;0,67;4,939;-0,19;8,02;0,71;7,557
-0,02;5,02;0,58;9,844;-0,35;6,02;0,63;8,378;0,11;7,02;0,67;5,061;-0,16;8,02;0,71;7,679
-0,06;5,02;0,58;10,105;-0,33;6,02;0,63;8,535;0,04;7,02;0,67;5,201;-0,25;8,02;0,71;7,802
-0,07;5,02;0,58;10,350;-0,26;6,02;0,63;8,709;0,06;7,02;0,67;5,341;-0,13;8,02;0,71;7,941
-0,05;5,02;0,58;10,612;-0,34;6,02;0,63;8,849;0,06;7,02;0,67;5,480;-0,11;8,02;0,71;8,081
-0,07;5,02;0,58;10,821;-0,27;6,02;0,63;9,041;-0,08;7,02;0,67;5,637;-0,11;8,02;0,71;8,273
0,01;5,02;0,58;11,013;-0,35;6,02;0,63;9,215;0,05;7,02;0,67;5,777;-0,10;8,02;0,71;8,482
-0,09;5,02;0,58;11,205;-0,36;6,02;0,63;9,390;0,07;7,02;0,67;5,969;-0,11;8,02;0,71;8,692
-0,16;5,02;0,58;11,397;-0,28;6,02;0,63;9,529;0,05;7,02;0,67;6,196;-0,20;8,02;0,71;8,884
-0,17;5,02;0,58;11,624;-0,27;6,02;0,63;9,687;-0,16;7,02;0,67;6,388;-0,12;8,02;0,71;9,041
-0,02;5,02;0,58;11,851;-0,25;6,02;0,63;9,809;-0,19;7,02;0,67;6,650;-0,30;8,02;0,71;9,215
-0,05;5,02;0,58;12,060;-0,28;6,02;0,63;9,966;-0,22;7,02;0,67;6,877;-0,20;8,02;0,71;9,372
-0,03;5,02;0,58;12,252;-0,31;6,02;0,63;10,175;0,04;7,02;0,67;7,121;-0,22;8,02;0,71;9,477
0,01;5,02;0,58;12,409;-0,23;6,02;0,63;10,350;-0,03;7,02;0,67;7,400;-0,14;8,02;0,71;9,599
-0,03;5,02;0,58;12,566;-0,31;6,02;0,63;10,489;-0,08;7,02;0,67;7,697;-0,17;8,02;0,71;9,669
-0,07;5,02;0,58;12,741;-0,23;6,02;0,63;10,664;-0,05;7,02;0,67;7,941;-0,16;8,02;0,71;9,774
0,09;5,02;0,58;12,863;-0,37;6,02;0,63;10,838;-0,03;7,02;0,67;8,168;-0,14;8,02;0,71;9,913
0,04;5,02;0,58;13,003;-0,27;6,02;0,63;11,013;-0,10;7,02;0,67;8,378;-0,17;8,02;0,71;10,071
0,00;5,02;0,58;13,142;-0,29;6,02;0,63;11,170;-0,03;7,02;0,67;8,604;-0,23;8,02;0,71;10,210
0,06;5,02;0,58;13,282;-0,23;6,02;0,63;11,292;0,06;7,02;0,67;8,849;-0,04;8,02;0,71;10,350
0,17;5,02;0,58;13,456;-0,19;6,02;0,63;11,397;-0,09;7,02;0,67;9,111;-0,06;8,02;0,71;10,455
0,15;5,02;0,58;13,648;-0,24;6,02;0,63;11,519;0,00;7,02;0,67;9,355;-0,08;8,02;0,71;10,577
0,12;5,02;0,58;13,823;-0,17;6,02;0,63;11,659;0,00;7,02;0,67;9,599;-0,16;8,02;0,71;10,699
0,23;5,02;0,58;13,998;-0,13;6,02;0,63;11,798;-0,12;7,02;0,67;9,844;-0,09;8,02;0,71;10,821
0,25;5,02;0,58;14,172;-0,05;6,02;0,63;11,903;-0,38;7,02;0,67;10,105;0,03;8,02;0,71;10,926
0,44;5,02;0,58;14,399;-0,08;6,02;0,63;12,025;-0,25;7,02;0,67;10,367;-0,08;8,02;0,71;11,013
